word,frequency
告訴,530
宁國公,1
公是,1
一母,3
同胞,3
弟兄,42
宁公居長,1
生了,3
四個,65
儿子,120
宁公死,1
賈代化襲,1
賈敷,1
八九,17
次子,3
賈敬襲,1
好道,1
只愛燒,1
丹煉,1
余者,40
早年,2
喚賈珍,1
心想,30
官倒,1
他襲,2
不肯,182
城外,17
道士,59
這位,29
珍爺,2
倒生,3
今年,72
名叫,13
賈蓉,175
老爹,9
不管,110
這珍爺,1
肯讀,1
高樂,1
榮府,52
方才,225
這里,843
自榮,1
公死,1
代善,3
襲了,2
世勳史,1
侯家,2
姐為,1
賈赦,180
賈政,409
去世,15
太夫人,3
賈赦襲,1
著官,2
自幼,25
酷喜捕,1
祖父,19
最疼,6
原欲,1
以科,1
臨終,3
遺本,1
一上,3
皇上,23
因恤,1
先臣,1
即時,10
令長,1
子襲,1
官外,1
問還,2
几子,1
立刻,41
引見,4
額外,3
這政,2
主事,1
之銜,1
令其入,1
部習學,1
現已,2
外郎,2
王氏,5
胎生,2
公子,47
賈珠,5
十四,7
進學,1
不到,44
妻生,1
病死,5
一位,63
大年初一,2
這就奇,2
更奇,3
一落胎,1
嘴里,45
便銜,1
五彩,9
晶瑩,2
玉來,9
許多字跡,1
取名,3
叫作,35
寶玉,1882
奇异,6
果然,200
只怕,178
這人,12
不小,22
冷笑,124
万人,5
祖母,12
先愛如珍,1
周歲,1
將來,101
無數,6
抓取,1
不取,2
脂粉,12
環抓,1
便大怒,1
酒色之徒,1
獨那史,1
太君,5
還是,205
命根,1
一樣,147
七八,6
淘气,40
异常,22
其聰明,1
百個,2
孩子,129
奇怪,31
水作,1
骨肉,16
男人,75
泥作,1
我見,22
清爽,5
男子,24
覺濁,1
逼人,3
罕然,2
厲色,2
忙止,5
知道,938
大約,32
政老,4
前輩,1
看待,5
若非,4
多讀,1
書識事,1
加以,4
致知,1
格物,1
之功,5
悟道,4
參玄之力,1
子興見,1
重大,1
教其端,1
天地生,1
除大仁大,1
惡兩种,1
大异,2
若大,2
仁者,3
則應,2
運而生,1
大惡者,2
而生,1
生世治,1
劫生,1
世危,1
應運,1
生者,4
蚩尤,1
共工,1
始皇,1
王莽,1
曹操,1
桓溫,1
安祿山,1
秦檜,1
應劫,1
修治,1
靈秀,1
正气,4
之所秉,1
殘忍,1
乖僻,5
邪气,5
惡者,2
所秉,1
今當,2
運隆祚,1
永之朝,1
之世,2
靈秀之气,2
所秉者,1
下及,1
草野,1
比比皆是,1
所余,3
秀气,1
漫無所,1
洽然溉,1
四海,2
彼殘忍,1
溢于,1
光天化日,1
之中,27
凝結,3
充塞,1
深溝,1
大壑,1
略有,10
搖動感,1
發之意,1
一絲半縷,1
誤而,1
泄出,2
偶值,2
适過,1
邪复妒,1
兩不相下,1
如風,1
水雷,1
地中,1
既遇,4
必至,4
搏擊,1
掀發,1
后始,1
故其气,1
必賦,1
一盡始,1
偶秉此,1
上則,2
仁人君子,1
凶大惡,1
之于,1
万万,5
人中,2
其聰俊靈秀,1
則在,1
万人之上,1
邪謬,1
不近人情,2
之態,13
之下,13
公侯,6
則為,4
痴情,12
詩書清,1
貧之族,1
逸士,1
高人,1
薄祚,1
寒門,2
走卒,1
健仆,1
甘遭,1
庸人,1
驅制,1
駕馭,1
必為,1
优名倡,1
如前,2
代之許,1
陶潛,1
阮籍,1
嵇康,1
劉伶,1
王謝,1
二族,1
顧虎頭,1
后主,1
唐明皇,1
宋徽宗,2
劉庭,1
溫飛卿,1
南宮,1
石曼卿,1
柳耆,1
秦少游,1
倪云林,1
唐伯虎,2
祝枝山,1
李龜,1
敬新磨,1
卓文君,1
紅拂,2
薛濤,1
崔鶯,2
朝云,1
之流,6
易地,1
則同,1
成則,1
王侯,2
敗則,1
這意,2
自革,1
職以,1
這兩年,3
遍游,1
遇見,59
一說,22
這寶玉,3
一派,6
不用,282
欽差,1
省体,1
仁院,1
總裁,1
人不知,15
這甄,2
老親,12
又系,2
世交,17
兩家來,1
极其,5
親熱,7
非止,2
甄府,4
處館,1
其光,1
顯貴,1
個富,1
禮之家,1
難得,17
之館,1
這一個,54
啟蒙,1
舉業,5
還勞神,1
可笑,26
必得,11
伴著,5
我方,4
認得,82
心里,383
不然,85
糊涂,122
廝們,65
极尊貴,1
极清淨,1
阿彌陀,2
元始,2
天尊,1
寶號,1
還更,3
尊榮,2
這濁,1
口臭,1
突了,1
要緊,43
但凡,14
必須,11
先用,3
清水,4
香茶,2
口才,2
設若失,1
暴虐,1
浮躁,5
頑劣,2
憨痴,1
种种,13
一放,2
其溫,1
和平,13
聰敏,5
文雅,3
令尊,4
楚過,1
几次,37
無奈竟,2
妹妹,275
取笑,45
因何,8
打急,1
只管,326
叫姐,1
妹做,1
莫不是,4
姐妹,32
情討,1
不愧,2
回答,17
急疼,1
姐姐,519
字樣,8
可解,2
因叫,21
便果,1
覺不疼,1
秘法,3
疼痛,11
之极,1
便連,2
溺愛,3
不明,11
每因,1
孫辱,1
師責子,1
做館,1
師長,2
之規,1
姊妹,246
少有,7
三個,67
不錯,44
元春,19
現因,2
賢孝才,1
宮作,1
女史,1
小姐,78
之妾,1
所出,3
迎春,142
乃政,1
庶出,3
探春,419
乃宁府,1
胞妹,3
名喚惜,1
因史,2
老夫,1
人极,1
愛孫女,1
听得個,1
風俗,6
命字,1
不似,18
別家,7
另外,19
這些,471
等艷字,1
何得,4
樂此,1
俗套,5
現今,18
正月初一,2
日所生,1
方從,4
一輩,12
兄弟,171
而來,7
對證,7
貴東家,1
林公之,1
即榮府,1
政二公,1
時名喚,1
賈敏,1
不信,51
回去,236
細訪,1
拍案,5
念作,1
每每,25
如是,6
寫字,1
遇著,8
又減,1
疑惑,36
此無疑,1
這女學,1
生言語,1
舉止,16
相同,5
其母,2
方得,3
其女,1
今知,2
之孫,6
可傷,2
亡故,6
极小,8
這小一輩,1
東床,2
這政公,1
銜玉之儿,1
遺一個,2
這赦,1
老竟,1
不成,220
政公,1
既有,19
玉儿,4
其妾,1
好歹,66
二子,2
一孫,1
賈璉,698
來往,14
親上,6
作親,7
侄女,4
二年,15
這位璉爺,1
身上,215
現捐,1
同知,2
于世,1
路上,24
机變,4
言談,6
乃叔政,1
家住,6
幫著,37
料理,76
家務,16
知自,2
無一人,1
不稱,4
爺倒,1
一射,3
模樣,43
標致,20
爽利,10
心机,3
深細,1
竟是,85
前言,3
不謬,1
正邪,1
兩賦,1
一路,32
正也罷,1
顧算別,1
的帳,4
杯酒,17
只顧,24
几杯,12
著別,5
閒話,75
正好,21
下酒,4
看道,8
仔細關,1
慢慢,65
進城,25
未為,4
還酒帳,1
恭喜,2
特來,15
報個,3
喜信,5
第三回,1
---------------,1
夤緣,1
复舊,5
林黛玉,262
拋父,1
京都,2
別人,147
同僚,2
一案,5
參革,1
號張,1
如圭者,1
本系,2
此地,4
革后,1
家居,1
中奏准,1
起复,5
舊員之信,1
四下里,3
尋情,1
找門路,1
見雨村,2
故忙,1
道喜,15
了禮,8
張如圭,1
自是,32
忙忙,48
作別,5
各自,116
興听,1
忙獻計,1
令雨,1
村央煩,1
轉向,1
去央煩,1
雨村領,1
至館,1
尋邸,1
報看,1
真确,1
面謀,1
海道,1
天緣,5
湊巧,4
因賤,1
中家,1
岳母,2
依傍,2
船只,4
來接,8
未及,16
此刻,26
正思,4
蒙訓,1
教之恩未,1
經酬,1
遇此,1
盡心,14
圖報,2
弟已,1
預為,1
籌畫,6
已修,1
下荐,1
轉托內,1
兄務為,1
周全,12
協佐,1
方可,12
盡弟,1
之鄙,1
有所,21
之例,3
弟于,1
兄信,1
已注,1
勞尊,1
兄多慮,1
打恭,1
謝不釋,1
又問,46
令親,1
大人,61
現居何,1
草率,2
驟然入,1
干瀆,1
如海笑,1
舍親,1
猶系同,1
乃榮,1
公之孫,1
大內兄,1
現襲,5
一等,20
將軍,6
名赦,2
字恩侯,1
二內,1
兄名政,1
字存,1
現任,4
工部,13
其為,6
人謙恭,1
厚道,4
大有,19
遺風,3
輕薄,10
故弟,1
方致,1
書煩,1
否則,1
不但,78
污尊兄,1
清操,1
即弟,1
不屑,2
下方,3
之言,10
已擇,3
月初,2
二日,4
同路,2
而往,1
唯唯,4
听命,4
打點,49
禮物,9
餞行,3
領了,12
女學,1
生黛玉,1
方愈,1
不忍,32
棄父,1
無奈,39
外祖母,10
致意,4
務去,1
汝父,1
年將,1
再無續,1
且汝多病,1
母教,2
扶持,4
舅氏,1
減我顧,1
之憂,2
何反云,1
不往,6
方洒淚,1
拜別,2
隨了,15
奶娘,18
及榮府,1
老婦,1
登舟,3
一只,22
依附,1
黛玉而行,1
神京,1
先整,1
衣冠,3
著宗,1
至榮府,4
妹丈,1
之書,2
即忙,10
相會,6
相貌,10
魁偉,1
言語,47
這賈政,1
最喜,6
禮賢,1
下士,3
濟弱,1
扶危,2
大有祖,1
系妹,1
优待,1
竭力,9
內中,20
協助,1
題奏,1
輕輕謀,1
复職,2
候缺,2
不上,5
天府,3
缺出,1
便謀補,1
拜辭,1
擇日,1
上任,2
黛玉自,4
棄舟,1
登岸,3
打發,132
轎子,11
行李,8
車輛,6
常听,7
母親,146
說過,21
所見,9
三等,9
仆婦,4
吃穿用度,2
何況,30
今至,1
其家,1
步步,2
留心,23
在意,4
輕易,9
多行,1
一步,36
惟恐,8
人恥,1
自上,2
城中,4
從紗,2
窗向外,1
人煙,3
阜盛,1
自与別,1
又行,3
半日,150
街北,1
獅子,5
三間,12
獸頭,2
前列,1
著十來,1
華冠麗服,1
正門,9
不開,11
兩角門,1
出入,21
匾上,7
大書,8
造宁國府,1
五個,10
黛玉想,1
這必,4
外祖,1
之長,2
西行,1
不多遠,3
照樣,9
方是,14
進正,1
只進,1
西邊,14
角門,18
那轎夫,1
將轉,2
彎時,1
出去,489
婆子,229
赶上,27
前來,20
另換,1
三四,22
衣帽,1
十七,8
八歲,2
小廝,90
抬起,5
步下圍,1
隨至,2
垂花,3
落下,10
眾小廝,12
退出,47
打起,16
扶黛玉,2
扶著,14
抄手,1
游廊,15
當中,12
穿堂,13
當地,10
放著,30
紫檀,7
大理石,2
插屏,2
轉過,29
正房,13
大院,1
正面,16
五間,7
上房,44
畫棟,2
穿山,1
廂房,5
各色,50
鸚鵡,6
畫眉,3
鳥雀,2
台磯,5
著几個,1
紅著,4
剛才,56
老太,30
還念,1
人爭,1
起帘籠,1
回話,17
林姑娘,128
黛玉方,3
房時,1
發如銀,1
老母,3
迎上,7
方欲拜,1
摟入,1
怀中,10
心肝儿,1
著大,7
地下,106
侍立,18
掩面,5
涕泣,1
不住,94
眾人慢,1
慢解,1
____,21
此即,2
興所云,1
之史氏,1
賈政之母,1
賈母,1530
這是,293
舅母,23
二舅母,4
先珠,1
大哥,29
媳婦,172
大嫂子,35
拜見過,3
姑娘,910
遠客,3
答應,283
不一時,11
奶嬤嬤并,1
五六,11
簇擁,2
著三個,1
第一,33
肌膚,5
微丰,1
合中,1
身材,9
凝新荔,1
鼻膩鵝脂,1
沉默,1
觀之可親,1
削肩,1
細腰,1
鴨蛋,2
臉面,27
俊眼,1
修眉,1
顧盼,1
神飛,1
文彩,4
第三,14
身量,7
未足,2
形容,20
尚小,2
其釵,1
環裙,1
妝飾,6
互相,10
廝認過,1
斟上,8
茶來,12
黛玉之母,1
得病,4
醫服藥,2
送死,1
發喪,1
因說,109
疼者,1
獨有,34
先舍,1
連面,1
怎不傷,1
慰解,3
略略,14
止住,25
眾人見,20
黛玉年貌,1
其舉,1
止言談,1
面龐,1
不胜,19
態度,1
常服,1
何藥,1
不急,1
為療,1
黛玉道,124
自來,11
從會,1
飲食,26
吃藥,15
未斷,2
名醫,2
修方,1
配藥,5
不見效,6
一年,98
我三歲,1
要化,1
固是,7
舍不得,17
除非,12
以后,134
總不許,3
哭聲,7
之外,26
外姓,1
平安,22
一世,11
經之談,1
人理,4
參養,2
榮丸,3
正配,7
丸藥,12
多配,1
一料,3
一語,59
未了,68
后院,10
笑聲,4
我來,34
迎接,18
黛玉納,1
罕道,1
人個,2
斂聲,1
屏气,1
恭肅,1
嚴整,1
這來者,1
放誕無禮,1
一群,22
圍擁著,1
房門,25
打扮,29
与眾,16
彩繡輝煌,1
恍若,2
神妃,1
頭上,27
戴著,5
金絲八寶攢珠,1
著朝陽,1
五鳳挂,1
珠釵,1
項上,3
赤金,6
裙邊,1
系著豆,1
綠宮,1
雙衡,1
比目,2
玫瑰,5
穿著,55
金百蝶,1
穿花,2
大紅洋緞,1
外罩,6
刻絲石,1
青銀鼠,1
下著,1
翡翠,4
撒花,13
洋縐裙,1
一雙丹鳳,1
三角,3
兩彎,1
柳葉,5
吊梢眉,1
苗條,1
体格,3
風騷,2
粉面,2
含春威,1
不露,1
丹唇,1
未起,1
先聞,2
黛玉連忙,1
接見,3
有名,12
破落,4
戶儿,1
南省俗,1
謂作,1
辣子,3
黛玉正,2
以何,1
稱呼,4
只見眾,2
這是璉,1
嫂子,126
雖不識,1
大舅,14
之子,6
王氏之,1
男儿,1
教養,1
學名,3
王熙鳳,7
黛玉忙,18
這熙,2
鳳攜著,1
細細,63
坐下,123
真有,3
今儿,284
況且,182
通身,2
气派,2
竟不象,2
老祖宗,75
外孫,14
嫡親,2
孫女,5
怨不得,34
天天,132
口頭,2
心頭,7
命苦,6
怎么,964
姑媽,31
便用,9
帕拭,1
來招,1
遠路,3
身子,84
提前,1
鳳听,1
轉悲,6
喜道,4
一心,32
喜歡,160
傷心,82
竟忘記,1
攜黛玉,3
之手,1
几歲,17
過學,4
現吃,3
想家,1
老婆,33
人來,145
赶早,2
打掃,9
兩間,6
下房,7
歇歇,49
茶果,4
熙鳳親,1
捧茶,2
捧果,1
錢放過,1
熙鳳道,2
剛帶,1
著人到,2
后樓,2
緞子,6
太太,832
記錯,1
王夫人,1007
隨手,11
來給,29
衣裳,86
晚上,71
拿罷,1
可別,23
這倒,40
料著,7
這兩日,23
預備,122
目好,1
一笑,59
點頭,89
不語,27
賈母命,15
老嬤嬤帶,3
黛玉去,4
母舅,6
之妻,20
邢氏,1
回道,83
外甥女,1
便宜,34
邢夫人,271
作辭,9
早有眾,2
拉過,3
一輛,8
翠幄,1
坐在,116
放下,65
車帘,2
方命,2
拉至,1
寬處,1
方駕,1
西角,3
往東,4
過榮府,3
便入,4
黑油,2
儀門,13
前方,2
下來,86
方打,2
起車,1
攙著,4
入院,9
黛玉度,2
房屋,24
院宇,1
中花園,1
隔斷,5
三層,3
果見,22
小巧,10
壯麗,2
處之樹木,1
盛妝麗服,1
之姬,1
迎著,8
命人到,1
書房,22
相見,25
老太太,895
即同,2
家里,244
雖拙,1
解些,2
煩悶,8
委屈,46
外道,1
一刻,12
告辭,33
苦留,5
吃過,22
晚飯,46
黛玉笑,90
愛惜,6
原不應,1
舅舅,41
恐領,1
异日,3
再領,1
容諒,1
兩三個,26
嬤嬤用,1
的車,3
黛玉告,1
儀門前,1
囑咐,58
眼看,30
著車,1
方回來,8
黛玉進,2
下了車,2
眾嬤嬤引,1
便往,9
東轉,2
穿過,7
南大廳,1
內大,1
院落,7
鹿頂,2
房鑽山,1
四通,1
八達,1
軒昂,1
這方,2
正經,69
正內室,1
一條,33
甬路,7
直接,2
出大門,5
堂屋,13
迎面,14
先看,3
九龍,1
青地,1
著斗大,1
榮禧堂,4
一行,48
某年,2
書賜榮國,1
公賈源,2
万几,2
案上,6
設著,11
尺來,1
高青,1
綠古銅鼎,1
懸著待,1
隨朝,1
墨龍大畫,1
一邊,35
玻璃,22
兩溜,3
楠木,2
交椅,2
烏木聯牌,1
鑲著,1
珠璣昭,1
日月,8
堂前,1
煥煙霞,1
下面,28
同鄉,3
世教,1
弟勳,1
襲東,1
安郡王,5
穆蒔拜,1
手書,3
時常居,1
宴息,2
東邊,22
耳房,5
老嬤嬤引,1
進東,1
房門來,1
臨窗,2
著猩紅洋,1
紅金錢,1
靠背,13
石青,8
金錢,2
秋香色,5
大條,1
設一,3
梅花,34
洋漆,1
左邊,17
几上,5
文王,4
鼎匙,1
香盒,2
右邊,8
美人,17
著時,2
花卉,7
一溜,19
四張,2
椅上,7
著銀紅,1
底下,92
四副腳,1
花俱備,1
其余,19
細說,19
老嬤嬤們,8
炕沿,24
錦褥,2
位次,1
椅子,26
本房,3
黛玉一,3
面吃,1
打諒,40
衣裙,5
行動,10
紅綾襖,1
青緞,10
背心,7
走來,49
坐罷,8
老嬤嬤听,1
引黛玉,1
東廊,1
橫設,1
一張,54
炕桌,7
桌上,40
著書籍,3
茶具,4
靠東,1
壁面,1
西設,1
半舊,8
引枕,5
下首,4
坐褥,8
見黛玉來,1
料定,14
賈政之位,1
三張,3
子上,9
著半舊,1
彈墨,2
椅袱,1
他方,2
齋戒,1
再見罷,2
极好,22
一處念書,1
認字學,1
或是,52
頑笑,31
孽根,1
禍胎,1
混世魔王,1
因廟,1
還愿,7
沾惹,3
黛玉亦常,1
表兄,5
乃銜,1
玉而誕,1
极惡,1
廝混,2
敢管,2
銜玉所生,1
哥哥,213
見母,1
親常,2
一歲,2
小名,10
喚寶玉,1
情中,1
同處,3
別院,3
另室,1
豈得,2
疼愛,2
原系同,1
嬌養慣,2
理他,9
還安靜些,1
沒趣,38
二門,25
背地里,38
出气,22
咕唧,4
一會子,61
一樂,2
生出,20
別睬,1
甜言,1
蜜語,1
傻傻,3
休信,2
傳晚,1
往西,2
南北,3
南邊,28
廈廳,2
北邊,6
立著,4
粉油大,1
影壁,1
小小,10
一所,19
房室,1
向黛玉,12
屋子,62
你好,26
這院門,1
四五,27
總角,2
垂手,23
多人,2
伺候,87
方安設,1
桌椅,10
李氏,21
熙鳳安,1
進羹,1
獨坐,3
空椅,1
熙鳳忙,1
張椅,2
推讓,3
原應,2
黛玉方告,1
三個告,1
方上,2
右手,7
惜春右,1
旁邊,68
執著,2
拂塵,2
漱盂,3
巾帕,4
立于,2
案旁布,1
外間,23
之媳婦,1
雖多,6
連一聲,1
咳嗽,32
不聞,12
寂然,5
各有,13
用小茶,1
教女,1
惜福,2
養身,2
云飯,1
后務待,1
粒咽,1
過一時,1
方不傷,1
脾胃,2
今黛玉見,1
事情,92
不合,14
不得不,10
隨的,5
改過,9
早見,6
過漱盂,2
手畢,1
引鳳,1
李二人,1
問黛玉念,1
何書,3
剛念,1
四書,7
睜眼,9
瞎子,3
一陣,58
腳步響,3
寶玉來,36
這個,633
怎生,6
個憊,1
懵懂,1
頑童,2
未報,2
著束,2
發嵌,1
寶紫,2
金冠,3
齊眉勒,1
著二龍,2
搶珠,2
金抹額,2
二色,2
金百,1
花大紅箭袖,1
束著,3
絲攢花,1
結長,1
起花八團,1
排穗,3
登著,1
粉底,1
小朝,1
面若,2
如春,1
曉之花,1
刀裁,1
眉如,1
墨畫,2
面如桃瓣,1
目若,2
秋波,2
雖怒,1
即懇,1
茼陰,1
一根,30
五色,9
系著,6
何等,31
眼熟,1
便命,90
娘來,5
寶玉即,1
已換,1
冠帶,2
上周,1
圍一轉,1
短發,3
結成,1
紅絲,2
結束,1
共攢至,1
中胎,1
大辮,2
黑亮,1
如漆,1
一串,9
四顆,2
大珠,3
用金八寶墜角,1
銀紅,2
大襖,2
仍舊,31
項圈,3
寄名,5
護身,2
符等物,1
半露,1
松花,8
綾褲,1
錦邊彈,1
墨襪,1
厚底,1
大紅鞋,1
越顯,4
得面,1
敷粉,1
若施脂,1
轉盼,1
多情,16
語言常,1
天然,6
全在,4
眉梢,2
万种,3
情思,8
悉堆,1
眼角,2
看其,2
外貌,1
難知,1
其底細,1
后人,9
西江月,2
二詞,1
寶玉极,1
其詞,7
無故,13
時似,1
如狂,1
皮囊,3
腹內,3
草莽,3
世務,2
愚頑怕,1
文章,49
行為,6
偏僻,2
性乖,1
那管,6
誹謗,5
貧窮,4
難耐,1
凄涼,12
辜負,27
韶光,1
于國于,1
家無望,1
無能,6
無雙,4
寄言,3
莫效,1
此儿,1
形狀,4
外客,3
未見,10
還不去,2
看見,171
林姑媽,1
作揖,11
廝見,6
畢歸,1
細看,15
各別,3
兩彎似,1
煙眉,1
一雙似,1
喜非,1
含情,1
態生,1
之愁,2
嬌襲,1
之病,6
淚光,2
點點,16
嬌喘,1
微微,30
閒靜時,1
如姣花,1
照水,1
行動處,1
似弱,1
扶風心,1
一竅,1
病如,1
西子胜,1
三分,20
看罷,4
胡說,46
何曾,41
寶玉笑,246
就算,19
只作,4
遠別,2
重逢,1
更好,37
更相,1
和睦,6
走近,13
打量,28
尊名,1
無字,2
一妙,1
莫若,17
极妙,3
問何,5
寶玉道,422
通考,1
石名,1
可代畫,1
眉之墨,1
林妹妹,84
眉尖,1
用取,1
兩妙,1
只恐,4
杜撰,8
玉笑,9
問黛玉,3
不解,41
其語,1
忖度,8
著因,1
故問,2
那個,188
那玉,15
罕物,2
豈能,1
人人,33
發作,15
痴狂,1
病來,16
摘下,11
狠命,10
高低,3
不擇,1
這勞什子,7
嚇的,13
一擁爭,1
拾玉,1
孽障,10
生气,128
容易,43
命根子,3
寶玉滿,5
面淚,1
痕泣,1
這們,10
似的,119
原有,9
舍不得你,3
無法處,1
遂將,7
玉帶,7
一則,47
殉葬,2
之禮,7
孝心,9
二則,85
之靈,3
權作,1
夸張,1
怎比得,1
還不,63
慎重,3
帶上,2
仔細,47
親与,1
想一想,13
不生,2
別論,2
房舍,18
今將,1
挪出,5
間暖閣,1
儿里,1
安置,6
碧紗,4
等過,9
殘冬,1
春天,10
收拾,124
另作,6
床上,65
很妥,1
不得,314
安靜,8
一想,95
人一個,1
照管,32
在外,180
上夜,32
听喚,2
早有熙,1
鳳命,1
一頂,5
藕合,3
色花帳,1
緞褥,1
之類,18
王嬤嬤,2
十歲,3
小丫頭,136
隨身,7
作雪雁,1
見雪雁,3
一團,5
孩气,2
料黛玉,2
遂心,11
鸚哥者,1
外亦如,1
等例,2
每人,39
乳母,9
另有,4
教引,1
除貼,1
身掌,1
管釵,1
使役,1
嬤嬤与,1
鸚哥,11
陪侍,5
李嬤嬤,15
襲人者,1
這襲,3
本名,1
珍珠,23
因溺,1
愛寶玉,1
生恐,17
寶玉之婢,1
盡忠,2
素喜襲,1
人心,11
地純良,1
克盡,1
職任,1
因知,3
本姓,4
詩句,5
花气襲,3
更名,1
襲人,685
痴處,1
眼中,11
服侍,13
因寶玉,3
性情,25
規諫,2
著實,29
憂郁,1
李嬤嬤已,1
猶未,11
安息,6
自卸,1
悄悄,37
笑問,16
床沿,6
正在,120
眼抹淚,4
今才,2
惹出,4
你家,22
哥儿,125
狂病,1
倘或,118
摔坏,1
之過,2
好容易,53
襲人道,156
快休,4
若為,1
這种,36
多心,39
快別,16
記著,12
一家子,26
上頭,80
眼儿,7
落草,3
口里,49
掏出,14
黛玉忙止,1
夜深,10
明日,156
安歇,33
省過,1
因往,1
處來,33
熙鳳,1
拆金,1
陵來,1
書信,3
兄嫂,5
處遣,2
曉得,5
議論,20
所居,1
薛家,26
姨母,4
姨表,3
薛蟠,184
倚財,1
仗勢,1
打死,42
現在,66
案下,1
審理,1
王子,25
騰得,1
信息,8
故遣,2
家內,5
喚取,1
第四回,2
薄命,9
偏逢,1
僧亂判,1
葫蘆案,1
黛玉同,3
計議,10
家遭,1
人命官司,5
冗雜,3
寡嫂,2
夭亡,1
幸存,1
賈蘭,64
今方五歲,1
已入,2
學攻,1
亦系,7
名宦,1
父名,1
李守中,2
曾為,1
國子監,1
祭酒,1
無有,4
不誦,1
詩讀,1
書者,1
繼承以,1
無才,3
將些,9
女四書,1
列女,3
賢媛集,1
三四种,1
記得,49
前朝,2
賢女,1
便罷,12
以紡績,1
井臼,2
宮裁,2
這李,4
青春,3
喪偶,1
居家,2
錦繡,2
竟如,2
槁木死灰,1
無見,1
無聞,12
唯知,1
侍親,1
外則,2
小姑,2
針黹,11
誦讀,1
今黛玉,1
雖客,1
寄于,1
日有,2
這般,100
相伴,13
老父,2
無庸慮,1
因補授,1
一下,31
詳至案,1
兩家爭,1
一婢,1
各不相,1
毆傷,2
原告,4
之人來,1
死者,6
拐子,18
拐來,1
小爺,8
原說,12
日方,3
好日子,18
接入,2
悄悄的,126
賣主,1
奪取,1
一霸,1
財仗勢,1
眾豪,1
奴將,1
逃走,9
無影,2
局外之人,1
作主,35
望大,1
拘拿,1
凶犯,5
剪惡,1
以救,1
孤寡,1
戴天恩,1
放屁,6
白白的,9
不來,100
因發,1
簽差,1
中人,14
拷問,6
實供,4
再動,4
海捕,1
正要,88
發簽,2
只見案,1
邊立,1
門子,17
使眼色,12
不令,3
甚為,3
疑怪,1
退堂,2
密室,1
退去,6
留門子,1
這門子,8
請安,95
一向,18
加官,2
進祿,2
八九年,1
得緊,1
想不起,15
那門子,1
貴人,3
忘事,2
不記,6
蘆廟,1
如雷,4
震一惊,1
想起,177
往事,6
小沙彌,3
無處,7
投別,1
修行,14
清涼,3
景況,12
因想,28
這件,80
生意,4
還輕省,1
紀蓄,1
充了,1
料得,1
故人,5
貧賤,4
之交,2
私室,2
既欲長,1
方告,2
簽著,2
何故,12
不令發,1
簽之意,1
既榮,1
任到,1
這一省,2
難道,170
本省,3
護官符,4
忙問,46
何為,6
連這個,3
怎能,5
作得長,1
凡作,2
方官者,1
私單,1
最有權,1
有勢,4
极富,2
极貴,1
大鄉,1
紳名,1
皆然,1
倘若,8
官爵,3
還保,1
綽號,1
這薛家,2
官司,13
難斷,3
因都礙,1
情分,11
面從順,1
袋中,1
族名,1
宦之家,3
諺俗,1
口碑,3
排寫,1
所注,1
始祖,2
房次,1
今据,2
抄云,1
賈不假,1
白玉,4
為堂,1
金作,1
宁國榮,1
國二公,1
房分,2
宁榮親,1
派八房,1
阿房,1
三百里,2
不下,22
保齡,1
侯尚書令,1
史公,1
十八,7
中現,2
住者,1
十房,2
現居八房,1
東海,1
缺少,1
王來,2
太尉,1
統制,6
縣伯,1
王公,6
共十,1
在籍,1
丰年,2
大雪,9
如土金,1
如鐵,1
紫薇,1
舍人,1
薛公,1
現領,2
內府,2
銀行,1
共八房,1
傳點,1
人報,7
王老爺,5
具衣,1
有頓,1
細問,18
四家,2
連絡,2
有親,6
一損皆損,1
一榮皆榮,1
遮飾,3
俱有,2
照應,44
今告,1
就系,1
單靠,1
三家,4
問門子,1
深知,26
